Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM strict
1009,3,125,7,133,1098,1869,33
1008,1153,84,14,6,1099,1061,95
1007,1,87,8,109,1100,1464,113
1,2,19,10,12,1207,134,106
2,1,1,6,49,1208,263,48
3,1207,62,5,79,1224,1999,66
4,1206,58,4,55,20,1130,961
1,1205,601,4,836,33,1835,286
2,1204,5,11,370,59,1027,1
3,1203,487,5,689,62,1430,236
1,1202,1,7,1,95,100,1
2,1196,2,3,2,171,229,41
1,1191,3,1,4,316,869,52
1,1164,4,358,5,693,166,135
2,1155,5,607,6,694,1321,50
1,1151,6,8,7,695,705,49
964,1148,7,15,8,696,103,64
963,980,423,9,9,697,300,352
962,979,1,11,1,74,1030,40
961,978,2,7,3,116,901,51
960,976,3,9,4,188,164,134
959,975,4,366,5,197,871,49
958,895,5,615,6,242,2026,48
957,846,6,7,7,248,808,63
1,839,424,1,8,258,405,351
2,781,1,3,2,259,1735,11
3,778,2,1,3,260,1606,94
4,609,3,16,4,414,972,9
5,531,4,6,5,1272,403,8
6,414,5,4,6,1273,927,23
7,295,425,8,7,35,798,311
965,1,6,12,8,59,1899,272
964,2,1,4,1,160,129,83
963,7,2,8,2,752,1770,2
962,1208,3,1490,3,753,893,3
961,1207,4,1,4,754,20,12
960,1206,426,90,5,1055,92,300
959,1205,5,1482,6,1056,462,261
958,1204,596,1835,7,1057,565,342
1,1165,1,1,1,1058,961,85
2,1123,2,1,2,1059,414,86
3,899,3,1,3,1270,955,71
4,894,427,1,4,45,96,217
5,847,4,2,5,102,460,178
6,844,1,3,1,139,64,1
966,843,2,1,2,170,343,14
965,842,428,1,3,552,686,302
964,840,3,2,4,554,343,263
963,831,598,359,5,682,1951,344
962,772,1,1,1,683,2198,15
961,466,429,1,2,684,799,303
960,817,2,1,3,685,910,264
959,818,599,2,4,686,437,345
1,1198,10,908,1,687,171,288
2,1193,430,1,2,19,8,249
3,1153,1,1,225,45,588,218
4,783,209,2,5,75,137,413
5,780,307,1,12,251,1209,444
967,533,480,1,168,258,574,468
966,1,431,1,1,1136,578,39
965,1205,435,2,13,1137,1750,128
964,979,170,2,2,1138,116,42
963,978,763,7,161,1139,945,849
962,1205,436,2,14,1140,4,245
961,1204,186,1,347,1141,1176,587
960,980,594,3,158,1142,690,944
1,979,599,6,159,38,371,946
2,2,587,3,761,147,1172,1112
3,1,437,1,762,896,694,162
4,981,596,8,763,897,367,1116
976,980,606,4,764,898,1866,1124
975,3,590,5,157,1191,805,748
974,2,304,9,160,1192,1061,280
973,1,7,1,501,1193,36,170
972,1208,11,1,502,1194,506,103
971,1170,556,2,87,1195,20,162
970,982,551,1,220,1196,253,140
969,981,544,5,175,1219,2243,851
968,845,21,1,14,130,486,360
967,787,716,1,112,824,434,415
966,6,20,1,111,825,448,399
965,5,19,2,110,842,182,395
964,4,16,2,109,943,231,428
963,3,183,2,124,944,882,730
962,2,42,3,123,945,616,355
961,1,36,1,122,946,203,484
1,1248,3,1,130,947,266,87
2,1231,186,3,68,948,679,100
3,1227,7,4,249,951,413,776
977,1224,72,1,352,956,1476,336
976,1183,58,1,144,50,17,355
975,1181,63,13,143,151,1,711
974,1170,31,4,27,328,2063,444
973,1164,874,2,28,335,1306,13
972,1032,1012,1,160,768,1203,145
971,1014,1016,1,1010,792,103,52
970,1011,1426,2,557,793,1103,298
969,979,1546,3,558,1260,1004,159
968,865,1547,1,500,1261,2200,486
967,864,574,4,501,1262,1897,738
966,863,575,1,344,1263,99,451
965,862,1548,1,186,1264,1097,487
964,861,1549,2,183,34,794,206
963,860,592,2,10,153,1196,298
962,859,798,1,155,227,893,560
1,857,1519,3,154,275,303,561
2,855,208,1,132,277,1980,512
978,854,181,1,83,278,856,1
977,827,683,1,91,447,1358,419
976,1077,602,1,359,628,808,651
975,1076,477,1,149,665,625,155
974,1075,399,2,39,737,696,511
973,1074,67,1,31,738,480,517
972,2,54,1,30,739,1321,659
971,907,66,2,29,38,1105,476
970,1,65,3,28,121,216,480
969,1079,185,2,27,179,26,483
968,1078,565,1,127,455,102,481
967,1077,408,1,1035,900,76,1237
966,1076,506,1,1,901,1561,196
965,431,487,3,2,902,103,198
964,430,419,2,1089,903,1710,82
963,429,4,2,119,904,1664,1143
1,428,9,1,1040,1255,149,904
979,427,828,1,4,1256,1813,1526
978,426,532,5,51,1257,127,1309
977,3,43,14,1132,29,1148,508
976,1,8,1,140,150,1824,2
975,866,514,1,1,562,277,185
974,1,510,6,952,607,717,1224
973,1163,335,4,2,640,150,95
972,1,23,13,3,641,1425,1423
971,2,698,14,121,662,138,1339
970,1,5,15,120,687,1946,42
969,2,105,5,823,1022,994,507
968,3,290,1,828,1250,844,124
967,1257,169,8,690,1251,431,96
966,801,13,9,141,1253,1132,183
965,800,519,866,953,18,1159,1226
964,1,515,10,1,66,952,97
1532,2,330,2,2,96,1991,1425
1531,2,28,1,122,838,649,1341
1529,1,693,1,121,839,1342,44
1528,1,100,4,824,841,823,509
1527,595,295,1,829,842,807,122
1526,1,164,2,691,843,128,94
1525,1,317,4,341,851,495,110
1523,2,315,7,342,852,412,177
1522,3,199,3,1,853,337,1129
1520,4,297,5,2,1223,127,309
1519,1,293,2,134,56,338,30
1,2,459,1,58,317,1313,836
1518,3,266,10,1127,506,808,148
1533,1,810,11,1,507,802,67
1532,2,735,6,2,986,285,86
1530,1,4,8,155,987,524,53
1529,1,506,3,474,988,422,1019
1528,2,425,12,340,989,279,417
1527,3,756,9,154,990,518,199
1526,4,193,3,339,991,1630,895
1524,1,31,1,20,1022,935,1051
1523,2,915,5,861,1156,312,1050
1521,1,429,8,475,55,395,310
1520,3,1043,2,728,56,470,153
1519,2,806,6,497,86,680,14
1363,1,731,3,1,151,469,952
1362,1,198,2,156,530,2120,484
1361,2,502,11,341,531,1615,132
1360,3,421,12,155,532,1609,504
1,3,752,7,340,533,1092,403
1,1,197,9,19,534,1331,828
1404,2,27,4,153,535,1229,984
1405,1,911,13,862,1056,1086,983
347,1162,774,10,59,1057,289,1099
891,1153,658,2,1128,194,695,1277
1,991,76,6,1030,212,623,625
2,1157,183,9,184,235,540,146
1,1156,186,1,115,295,465,157
805,1155,418,7,149,301,255,398
825,1154,197,4,473,695,466,73
1,1,240,3,471,696,1185,520
826,1174,1096,12,355,713,680,261
1272,1173,1232,13,110,719,674,203
1,1172,270,8,525,721,157,420
820,1164,272,10,524,1244,396,53
1,1155,1231,5,176,1245,294,316
2,993,275,14,560,120,151,168
3,5,394,11,578,151,646,609
821,2,396,8,230,426,1318,280
1,1,397,3,498,443,83,499
2,1159,102,7,527,444,158,480
822,1158,304,1,88,511,368,265
1,1156,9,2,122,1181,157,786
823,2,709,3,183,1182,1808,261
1563,1160,621,6,233,1183,1303,169
1,1159,211,7,744,1184,1297,93
2,1157,208,2,69,1185,780,219
3,3,154,4,657,1186,1019,115
4,1,702,1,655,128,917,57
5,1161,838,8,171,141,774,170
6,1160,124,5,294,172,23,22
7,1158,122,11,709,293,1235,755
1,4,197,10,708,336,75,426
2,2,470,2,394,797,285,353
3,1,2,5,96,798,74,334
4,3,54,6,1353,801,1725,703
5,2,175,3,1,802,1220,337
6,1,179,4,1314,803,1214,171
1,1,96,1,430,804,697,1
2,2,90,1,423,805,936,2
3,3,85,4,420,77,834,3
4,1,787,5,1,91,691,172
5,1,2,2,2,322,106,174
1,2,5,1,11,951,1160,150
2,3,474,8,3,952,210,172
3,1269,251,5,5,963,1,145
4,1268,496,4,7,966,1650,146
1,1,497,13,8,967,1145,155
2,2,498,14,9,968,1139,154
3,1,499,9,359,969,622,303
1,1,785,11,1,970,861,2
2,2,3,6,10,1240,759,322
1,3,472,15,374,109,616,1125
1373,4,317,12,372,126,181,1126
1370,5,316,9,368,176,950,24
1369,6,100,3,366,181,211,1116
1438,7,315,4,365,412,1440,23
1528,8,181,5,2,415,935,344
807,9,249,6,4,417,929,317
799,10,494,1,6,420,412,318
797,18,495,3,7,467,651,327
796,20,496,2,8,472,549,326
1,21,497,7,360,473,406,131
800,22,782,4,9,801,391,324
798,23,469,6,375,25,1161,1127
797,1,320,1,373,81,1651,1128
795,2,319,8,369,119,1146,22
1380,3,103,9,367,565,1140,1118
1379,4,318,4,366,566,623,21
1378,5,178,6,1,567,862,346
1375,6,246,1,3,568,760,319
1374,7,491,10,5,569,617,320
1,8,492,7,6,570,180,329
1381,9,493,15,7,575,405,328
1380,17,494,5,361,576,490,129
1379,19,270,9,24,928,505,1345
1376,20,965,10,258,42,511,1148
1375,21,790,5,375,151,1028,2
1183,22,297,7,371,329,789,1138
1025,1,581,2,369,624,891,1
1019,2,245,11,368,673,1034,34
793,3,265,8,167,674,1831,564
1179,4,49,24,226,675,100,162
1178,5,264,14,216,676,15,363
842,6,232,1,214,677,6,589
829,7,668,4,5,1023,523,194
1040,8,253,2,108,1109,284,11
1024,16,348,7,198,24,386,512
1557,18,343,2,1361,52,529,20
1462,19,336,1,1358,97,1326,357
1455,20,328,25,1356,335,106,520
1454,21,325,15,1354,419,21,18
1108,1174,312,5,1352,424,517,40
744,1173,421,3,80,1015,278,1
1,1172,15,8,78,1018,380,10
2,1170,242,1,76,1019,523,157
745,1169,44,2,73,1020,1320,1038
1,1168,501,20,304,1021,623,155
982,1167,505,10,118,24,538,1046
981,1166,510,2,71,52,239,71
1151,1165,52,3,338,80,137,1012
743,1164,367,6,158,803,6,49
1270,1163,30,3,157,804,803,26
742,1,229,22,156,805,384,919
741,2,516,12,153,806,299,920
744,21,230,5,109,807,102,991
746,22,10,4,107,823,245,254
1278,1171,103,1,106,824,1042,969
924,1170,18,17,105,825,486,215
1509,1169,522,7,103,26,401,57
1508,1168,19,9,100,56,143,372
1507,1167,471,6,96,232,940,596
1506,1166,1,26,2,239,629,1
1505,1165,2,16,3,1117,544,10
1551,1164,3,3,4,1118,797,9
1550,1172,269,23,5,1119,1426,166
1503,1171,22,13,6,1120,1341,5
1502,1170,1,1,1,1121,307,9
1284,1169,2,1,2,1122,918,8
971,1168,270,1,3,1123,972,165
970,1167,23,3,4,41,323,4
969,1166,1,2,1,138,1890,1
968,1165,271,4,2,200,1241,156
967,1,24,2,3,276,649,5
569,1177,272,1,1,325,864,157
568,1176,25,190,2,358,465,4
567,1175,247,1720,1,390,630,161
1493,1173,650,59,183,465,178,117
1492,1172,653,6,182,480,307,123
739,1171,206,634,181,1231,1229,122
1182,1170,208,139,180,1232,830,130
1181,1169,209,2,179,501,168,119
1180,1168,210,3,24,1219,653,627
1179,1167,212,1,21,1220,44,628
1178,1166,1541,4,51,1221,223,450
1177,593,1542,6,416,1222,281,447
1176,3,3,1,97,1223,818,122
1,2,704,8,3,1224,916,677
2,1,707,9,5,1225,357,798
740,1178,3,1,2,1226,583,121
1183,1177,37,2,122,1227,956,22
1182,1176,169,3,106,1228,227,19
1181,1174,451,1,1023,257,837,531
1180,1173,560,1,83,620,373,836
1179,1172,714,2,254,647,810,97
1178,1171,91,2,559,648,254,267
1177,1170,149,1,84,649,1183,445
1,1169,225,3,232,661,119,51
741,1168,42,4,387,662,1064,184
1184,1167,43,1,264,732,1184,230
1183,4,21,2,231,743,1671,863
1182,3,200,1,328,744,487,113
1181,2,219,11,29,1216,721,353
1180,1,442,3,28,799,142,354
1179,1179,458,9,27,800,1279,263
1178,1178,1,10,411,928,878,104
1,1177,40,12,270,931,219,514
2,1175,97,13,81,932,859,1120
1,1174,473,8,37,1209,649,63
718,1173,700,9,237,1210,1163,11
1,1172,47,1,100,1211,872,44
2,1171,44,2,696,1212,52,115
3,1170,88,4,37,1213,598,1316
719,1169,41,8,233,1214,1439,66
1,1168,92,5,63,50,45,511
2,5,100,7,62,66,899,512
720,4,607,1,199,107,1358,1274
1,3,611,12,198,245,1593,2
1334,2,41,4,197,246,1014,4
721,1,35,10,1,281,407,8
1626,1176,27,9,13,458,6,12
1624,1175,710,13,2,761,1091,38
1,1174,711,14,11,775,1731,1267
1627,1173,712,7,3,776,1521,87
1626,1172,20,8,10,1010,291,93
1625,1171,19,3,9,48,820,142
1624,1170,15,5,44,78,1470,14
1623,1169,10,9,42,820,567,3
1199,6,6,6,17,821,917,227
1304,5,150,6,15,823,27,228
1174,4,6,2,14,824,486,229
1501,3,9,9,121,825,773,144
873,2,14,1,120,833,194,145
1377,1,19,7,119,834,1227,146
871,1177,22,12,115,835,826,147
870,1176,194,10,113,1205,271,148
1072,1175,109,11,14,53,911,1272
2,1174,115,10,1,89,701,1278
3,1173,123,11,12,120,1111,1282
1296,1172,130,2,2,221,650,1286
926,1171,131,6,11,296,1387,1236
4,1170,135,3,10,683,97,7
5,7,140,9,18,684,847,1132
6,6,144,1,16,685,1306,1288
7,5,156,7,15,693,123,1277
1474,4,159,1,122,695,456,1130
1201,3,164,5,121,1202,1877,1129
1306,2,169,14,120,122,1476,1128
1176,1,172,8,116,418,379,1127
1503,8,44,9,114,419,261,1126
875,7,598,12,201,424,51,4
1379,6,601,13,200,431,1761,8
873,5,602,4,199,1165,2037,42
872,4,50,1,13,1166,553,1271
1074,3,44,11,1,1167,1497,91
1,2,36,3,12,1168,1956,119
1298,1,3,13,11,1169,66,97
928,9,701,14,46,1170,1405,146
2,8,702,2,45,26,374,10
3,7,703,1,44,96,1843,1
4,6,29,12,19,127,1371,6
5,5,28,2,17,433,2142,231
1202,4,24,10,16,434,734,232
1307,3,19,11,15,438,32,233
1177,2,15,3,123,439,2160,148
1504,1,5,5,122,440,1581,149
876,10,10,1,121,442,160,150
1380,9,13,18,117,443,561,151
785,8,203,4,115,444,1658,152
784,7,588,5,202,26,2298,50
783,6,591,16,201,62,2088,1279
874,5,592,17,200,163,276,99
873,4,60,3,13,204,1484,127
1075,3,54,15,12,422,540,105
1516,2,46,7,47,584,81,154
1299,1,13,10,46,613,1550,2
929,11,5,11,45,618,79,9
1,10,691,5,20,639,1110,14
2,9,692,2,18,1053,359,4
3,8,693,9,17,1055,113,239
4,7,39,1,16,91,658,240
1203,6,38,7,14,106,750,241
1624,5,34,8,124,571,1516,156
1308,4,29,6,123,659,676,157
1178,3,25,2,122,718,97,158
1505,2,3,4,118,719,1324,159
877,1,213,15,116,902,923,160
1381,12,707,7,97,903,174,729
1612,11,709,8,96,904,814,728
875,10,712,13,95,970,604,727
1623,9,67,14,72,971,1208,244
874,8,62,12,70,88,944,225
1076,7,253,4,69,97,1403,233
1616,6,60,2,67,203,606,252
1300,5,37,1,56,207,865,272
930,4,33,17,55,213,166,51
1,3,30,14,53,987,1303,44
2,2,893,3,146,988,831,14
3,1,157,13,147,989,1602,229
1204,13,84,5,118,990,194,879
1309,12,25,4,109,991,572,206
1179,11,6,18,135,1196,1620,3
1506,10,716,10,339,87,1041,692
878,9,36,16,424,151,380,334
1382,8,30,3,1,529,21,109
1486,7,29,19,2,530,1118,1249
1613,6,23,20,3,535,1758,107
876,5,15,1,4,536,1548,148
875,4,13,2,9,537,264,158
1077,3,9,8,8,582,459,159
1301,2,5,6,7,588,147,96
931,1,839,7,6,1192,1324,95
1,14,825,9,5,1194,293,113
2,13,826,6,4,24,1762,167
1205,12,827,5,3,125,1290,114
1626,11,828,5,2,717,2061,94
1310,10,829,3,389,718,653,441
1180,9,4,4,390,719,113,330
1507,8,339,10,391,1159,2079,329
879,7,8,2,392,1160,1500,328
1383,6,40,8,393,1161,79,326
1614,5,10,11,1,1162,480,306
1086,4,4,11,35,1163,1577,107
877,3,3,12,34,1164,2217,4
1099,2,2,9,33,215,2007,5
1063,1,1,10,32,216,195,6
1625,15,676,2,31,246,626,8
876,14,40,2,430,249,505,165
1078,13,34,6,2,250,1182,2
1618,12,33,3,3,307,374,39
1302,11,27,67,10,313,1736,49
932,10,19,5,9,314,207,50
1088,9,17,25,8,315,752,13
1,8,13,26,7,1188,1512,14
1179,7,9,1967,6,1189,1671,4
1206,6,46,3,5,75,1307,58
1178,5,4,47,4,145,1704,5
1627,4,44,1,3,152,1022,15
1096,3,133,96,75,203,1790,1142
1311,2,128,1,73,233,396,1221
1181,1,319,3,72,240,517,59
1508,1,126,5,70,241,160,219
880,16,310,4,1,515,648,200
1384,15,316,66,423,530,714,208
1503,14,324,4,123,1004,815,227
1502,13,330,24,121,1186,270,247
788,12,334,25,9,72,490,1153
787,11,347,1966,8,140,649,1154
1393,10,492,2,7,203,285,1136
878,9,17,46,5,491,682,1135
1610,8,18,95,4,531,768,1155
1605,7,44,1,1,618,1464,41
1626,6,38,1,12,619,844,51
1604,5,37,13,11,620,1054,52
1603,4,31,2,10,621,531,11
1602,3,23,1,9,622,1355,12
877,2,21,1,8,716,865,6
1561,17,17,788,7,23,1381,60
1166,16,13,863,6,178,847,7
738,15,48,1,5,273,215,13
1079,14,4,2,13,964,420,10
1617,13,10,1239,12,1119,534,11
1559,12,11,9,11,1139,363,52
1558,11,17,1,10,1140,721,53
1557,10,25,1,9,1146,188,35
1619,9,27,1,8,1150,750,19
1520,8,31,2,7,1151,912,34
1303,7,35,1,6,1152,162,54
933,6,608,1,1,56,1805,1095
1480,5,609,1,2,119,796,987
1343,4,45,2,90,140,1074,419
1,3,42,1,89,142,278,505
1344,2,686,3,87,169,1071,126
1094,1,672,1,84,205,750,39
1093,18,673,1,36,215,1560,413
1490,17,674,1,35,566,1016,302
7,16,675,2,34,587,928,301
8,15,540,2,33,615,186,300
1,14,532,2,32,632,544,298
2,13,118,1,154,180,88,24
3,12,486,3,146,858,830,1117
4,11,490,3,6,859,632,108
1,10,495,4,55,860,742,1109
2,9,498,1,1,1153,1374,986
3,8,500,1430,2,1154,1595,1107
1,7,504,3,3,1155,1025,969
2,6,533,4,4,1156,1689,1134
1,5,536,1,88,1157,456,900
1497,4,143,5,85,1158,1268,901
1496,3,29,1,111,1181,784,902
1,2,295,2,106,56,251,903
2,1,11,2,105,94,285,1100
986,19,328,1,104,540,664,89
858,18,8,4,103,541,569,138
856,17,549,2,102,542,243,154
1,16,554,2,101,543,241,267
987,15,556,5,121,544,1276,427
859,14,320,1,151,545,740,206
857,13,46,5,150,550,1233,488
1,12,608,1,149,551,421,1001
1071,11,46,3,148,903,905,878
858,10,50,6,147,28,1940,999
857,9,610,2,535,73,1404,84
856,8,612,6,118,311,812,554
1,7,617,2,1,395,328,578
2,6,622,1,2,400,707,1009
1072,5,478,3,3,991,171,360
859,4,482,4,5,994,484,535
858,3,487,7,56,995,1519,207
857,2,490,3,55,996,983,216
1,1,492,3,54,997,1035,861
1073,20,496,1,89,28,499,1026
860,19,525,4,86,56,536,792
859,18,528,1,532,779,569,793
858,17,135,1,534,780,829,794
698,16,21,6,550,781,514,795
740,15,625,4,402,782,421,992
1,14,627,1,9,783,306,197
2,13,34,2,8,799,523,246
3,5,631,7,7,800,820,796
4,3,635,5,6,801,727,797
741,2,303,1,5,102,2092,266
1,1,53,1,112,361,307,912
2,1046,37,3,107,698,967,958
3,569,541,5,106,699,588,262
742,1271,546,2,105,700,270,612
1,1196,548,8,104,862,301,536
2,1192,3,1,103,863,1204,610
743,1191,134,2,102,864,1511,601
1,1190,126,4,122,865,237,319
744,1189,59,4,1,866,616,123
697,1188,54,3,2,57,1474,2
889,1187,51,7,3,94,903,260
695,1186,49,193,4,125,902,1085
693,1185,45,24,592,198,762,40
914,1026,16,9,90,507,1122,140
1,570,13,38,87,509,1573,25
915,1204,406,20,42,637,1096,209
1,2,520,16,10,638,804,208
1,1290,84,658,9,641,822,207
2,1287,86,1509,8,642,730,206
3,1255,507,1431,7,30,202,9
4,1113,90,47,113,206,631,1198
5,970,94,521,6,213,160,1247
6,928,207,1622,108,1091,121,205
7,1206,5,1564,107,1092,50,204
1,2,7,1488,106,1093,227,1267
2,1,204,1,105,1094,1664,89
3,2,538,2,104,1095,653,43
4,3,414,1,103,1096,339,335
5,4,64,16,1,1097,1337,121
6,5,54,1,2,30,992,137
475,6,50,15,3,1071,998,962
1,7,21,3,591,1072,469,83
2,8,18,4,43,1073,996,86
3,9,411,2,114,1074,1217,85
4,10,525,6,109,1075,352,84
5,11,212,5,108,1076,174,83
1,12,2,3,107,1077,454,114
2,1,209,7,106,1078,587,1075
3,2,543,2,105,1079,208,1124
473,3,409,1,104,31,376,212
4,4,66,1,1,62,531,258
1512,5,61,4,2,132,845,1083
1,1,58,5,590,304,620,38
2,2,56,1,92,310,841,138
474,1,52,7,89,312,728,27
3,3,23,6,44,313,550,207
1,2,20,2,12,314,78,206
475,1,413,8,11,603,963,205
2,4,527,3,10,604,584,204
1514,3,77,2,9,152,155,7
595,2,79,2,115,244,1000,1196
1,1,514,3,8,284,465,1245
757,6,83,3,110,307,686,203
756,5,87,5,109,308,883,202
1,4,214,4,108,310,705,1265
758,3,211,4,107,312,77,87
1445,2,545,6,106,313,1118,41
1352,1,407,1,105,325,739,333
757,7,3,1,589,1171,117,220
1,6,618,1,590,1153,149,215
2,5,470,2,2,1154,32,462
1,4,1075,2,161,1160,586,1211
1,3,179,1,45,1161,824,75
1515,2,607,1,156,1162,483,276
1514,1,619,2,153,1165,1264,1093
1393,8,475,3,152,1166,1410,404
1498,7,479,2,60,1167,1307,945
1499,6,484,1,61,1168,440,1110
1,5,487,1,123,1169,103,876
1516,4,489,3,94,1035,1747,877
1515,3,493,9,91,1037,578,878
1394,2,522,4,117,1038,1850,879
1499,1,525,1,112,1039,343,1076
1500,9,132,2,111,1040,501,113
1,8,18,1,110,1043,121,162
1,7,306,2,109,1044,464,178
1,6,49,86,108,1045,1126,696
2,5,317,1,107,1152,380,685
3,4,40,5,127,1153,68,403
4,3,9,13,94,69,130,5
5,2,8,2,92,556,1999,260
1,1,7,2,90,632,1396,318
2,10,165,34,1,633,124,1240
3,9,427,93,88,955,2258,1145
4,8,5,91,210,956,1457,1124
1,7,3,27,212,957,1150,320
2,6,621,13,198,958,1229,256
3,5,148,49,197,959,1119,255
1,4,358,11,195,960,2131,613
2,3,1,4,73,33,2152,31
1,2,721,23,634,100,343,313
1539,1,720,50,697,530,1382,325
1532,11,719,35,128,531,1778,295
1531,10,25,9,24,720,2290,83
1,9,27,10,23,770,1183,84
2,8,32,1,22,771,1196,78
1,7,1078,92,47,793,2324,537
1521,6,563,2,138,812,153,55
1413,5,558,6,137,1080,756,39
1412,4,551,30,136,90,2028,35
1411,3,176,89,116,278,106,1136
1410,2,139,87,95,537,695,265
1409,1,140,23,93,542,1002,313
1,1,141,9,91,718,923,1235
1414,2,17,45,89,930,1033,1140
1413,3,182,7,211,1145,21,1119
1412,4,180,19,213,1146,1809,315
1411,5,773,46,199,1147,770,251
1410,6,176,31,198,1148,374,250
1,921,172,5,196,70,138,608
2,922,145,6,74,101,969,160
1,1,473,3,635,407,956,159
1508,923,506,88,603,408,172,1222
1681,2,149,21,602,412,1656,44
1,1,573,25,601,413,1053,2
2,3,572,11,600,414,219,320
3,2,571,70,599,416,1915,290
4,1,9,68,1,417,1114,12
1,4,7,4,2,418,807,6
2,3,5,3,3,36,1485,5
3,2,3,1,4,137,1703,4
1,1,2,2,5,178,1858,1
2,5,3,10,6,396,886,3
1,4,7,26,7,558,776,4
1009,3,10,12,8,587,1788,1125
1446,2,13,34,147,592,439,1127
1444,1,15,27,145,613,1039,1089
1443,1,16,12,144,1027,1435,1093
1442,2,844,14,142,1029,1947,1083
1441,3,842,13,141,100,840,1070
1440,4,841,22,140,391,853,1120
1439,5,837,69,139,392,1981,1124
1438,6,836,7,122,556,291,44
1437,1,834,1118,120,558,1629,45
1436,2,831,11,119,566,894,34
1435,3,830,25,118,577,2166,36
1434,4,11,84,1,579,32,6
1433,5,9,82,2,589,833,7
1432,3,7,18,3,1069,1140,8
1431,1,5,4,4,101,2315,13
1430,2,1,4,5,693,1061,15
1429,2,5,1314,6,694,1787,16
1428,1,8,40,7,695,1171,1137
1427,4,11,2,148,1135,159,1139
1426,3,13,1447,146,1136,1264,1101
1,2,14,41,145,1137,908,1105
2,1,846,26,143,1138,512,1095
3,2,844,1,142,1139,1107,1082
4,3,843,8,141,1140,1094,1132
1447,4,839,83,140,109,34,1136
1445,5,838,8,123,223,816,32
1444,1,836,12,121,224,213,33
1443,2,833,24,120,631,1059,22
1442,3,832,83,119,632,1075,24
1441,4,12,81,1,633,274,1
1440,1225,10,17,2,634,33,2
1439,1224,8,1339,3,635,888,7
1438,1223,6,5,4,647,1208,9
1437,1,4,3,5,648,46,10
1436,2,7,39,6,123,64,1131
1435,1,10,1,149,180,948,1133
1434,3,12,40,147,182,199,1095
1433,2,13,25,146,994,595,1099
1432,1,847,9,144,995,13,1089
1431,1,845,82,143,996,1141,1076
1430,2,844,1,142,997,803,1126
1429,3,840,1110,141,998,535,1130
1428,4,839,3,124,1131,200,38
1427,5,837,33,122,1132,1072,39
1,5,834,92,121,155,1062,28
2,1,833,90,120,250,261,30
3,2,16,26,1,941,46,1
1448,1,14,4,2,1096,1221,6
1446,3,12,352,3,1116,1091,8
1445,2,10,12,4,1117,33,9
1444,1,3,1359,5,1123,1178,1130
1443,4,6,290,150,1127,118,1132
1442,3,8,1306,148,1128,693,1094
1441,2,9,48,147,1129,77,1098
1440,1,851,10,145,101,935,1088
1439,1,849,1439,144,144,170,1075
1438,2,848,49,143,231,186,1125
1437,1,844,34,142,235,582,1129
1436,3,843,348,125,236,978,39
1435,2,841,91,123,421,1128,40
1434,1,838,1280,122,1031,664,29
1433,2,837,90,121,1111,325,31
1432,3,19,1307,1,1113,2227,5
1431,4,17,1201,2,1114,1663,7
1430,5,15,231,3,67,1280,8
1429,1,13,94,4,98,928,1129
1428,2,3,58,151,127,2200,1131
1,1,5,1,149,160,66,1093
2,3,6,1,148,291,867,1097
1449,2,854,65,146,353,1174,1087
1447,1,852,421,145,452,1259,1074
1446,4,851,434,144,1107,149,1124
1445,3,847,68,143,1108,278,1128
1444,2,846,67,126,1109,123,40
1443,1,844,23,124,69,2203,41
1442,1,841,79,123,99,1095,30
1441,2,840,65,122,139,1809,32
1440,3,22,1901,1,212,41,2
1439,4,20,1397,2,213,1821,3
1438,5,18,1887,3,290,156,1124
1437,6,16,1833,152,353,393,1126
1436,8,2,1910,150,374,2204,1088
1435,1024,3,43,149,376,1205,1092
1434,1,857,133,147,890,2101,1082
1433,9,855,843,146,261,956,1069
1432,2,854,844,145,480,2243,1119
947,1,850,81,144,930,193,1123
1431,4,849,162,127,931,64,45
1430,1027,847,182,125,932,2176,46
1429,3,844,167,124,933,397,35
1,2,843,97,123,934,634,37
549,1,24,1530,1,935,1298,1
1450,3,22,103,2,966,1542,1122
1448,4,20,42,153,1100,942,1124
1447,3,18,57,151,30,546,1086
1446,2,1,984,150,142,69,1090
1445,1,859,2,148,525,871,1080
1444,2,857,5,147,527,570,1067
1443,5,856,3,146,529,301,1117
1442,4,852,58,145,530,35,1121
1441,3,851,42,128,868,578,47
1440,2,849,8,126,997,1226,48
1439,1,846,2,125,1000,759,37
1438,3,845,7,124,1002,642,39
1437,5,25,1,1,115,1692,1121
1436,7,23,2,154,164,1164,1123
1435,6,21,1,152,165,629,1085
1434,5,19,2,151,180,403,1089
1433,4,860,1,149,182,528,1079
948,3,858,2,148,337,1063,1066
1432,2,857,3,147,539,1289,1116
1431,923,853,3,146,540,535,1120
1430,922,852,4,129,572,761,48
548,795,850,1,127,92,226,49
947,794,847,1,126,121,724,38
1,703,846,4,125,231,55,40
2,702,828,1,155,265,506,2
3,701,831,8,153,273,895,36
4,700,833,1,152,275,78,32
5,699,834,3,150,276,150,42
6,3,835,1,149,277,575,55
7,4,837,4,148,442,167,5
8,5,839,5,147,114,909,1
9,4,841,2,86,152,959,115
10,3,2,1,84,251,1210,123
11,1344,3,1,83,252,1109,142
12,1297,7,3,81,253,384,162
1,984,8,2,132,278,792,134
2,1,10,3,137,896,50,1018
3,2,13,1,135,897,251,1007
4,3,14,2,133,1095,1360,1012
