Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random
1447,4,1564,1,170,1007,931
156,826,107,1,63,1046,1366
1535,1,269,1,25,1048,856
1207,1,582,4,31,1049,1860
837,2,584,1429,73,1050,153
191,3,543,3,368,1051,955
1179,995,538,185,1442,1052,290
247,877,706,644,72,1053,414
109,842,99,5,118,1054,741
1168,841,154,1185,149,1055,1104
68,838,1262,2,951,1056,156
125,835,31,7,898,1057,1639
714,704,142,1,1036,1058,779
1672,585,599,643,1,1059,1595
1124,550,289,245,25,17,1184
855,309,805,310,18,55,180
1834,3,472,4,11,155,859
1078,1,377,2,25,301,37
1765,2,1734,3,13,415,1839
1835,1012,230,108,11,416,338
841,892,1183,120,11,428,1268
129,870,292,1,1,489,444
1056,866,22,131,8,491,15
259,865,625,1,1106,616,1826
1836,843,1443,353,19,620,243
1676,683,62,305,408,752,151
1155,992,3,50,651,861,1005
1677,968,326,77,690,983,1242
1085,903,323,8,416,1027,801
810,902,490,382,28,1028,1782
1837,901,491,51,1,1029,1897
1727,900,1418,30,2,1030,107
1838,899,492,1,14,1031,1134
1636,898,150,13,9,1032,907
1637,894,134,219,203,1033,281
586,873,70,1061,496,1034,204
561,846,282,823,89,1035,1239
1622,845,223,261,169,1036,23
406,464,103,717,49,1037,358
844,5,74,383,282,1038,1027
346,1,113,731,243,1039,257
1839,2,73,152,517,1040,1588
1840,874,494,479,2,1041,1634
1639,1,1521,9,79,1042,755
425,1114,647,114,223,70,634
212,1,1381,179,52,340,697
1681,1,249,34,24,359,791
1841,1128,1545,740,380,363,208
1099,1072,1061,1471,59,428,1854
1842,1,511,30,1108,450,626
1490,1,535,328,194,587,1452
1409,2,1,857,1,589,1443
918,3,38,494,1,615,130
266,4,1414,680,22,629,354
1065,5,41,35,38,630,1290
14,6,145,20,652,631,1251
1843,1,1565,83,494,648,139
1844,1,1079,39,398,658,1439
241,1,262,1133,762,794,1231
891,1,638,682,597,821,76
1845,1063,1020,1099,3,865,1614
1846,1,136,1334,508,918,1825
494,1,1025,347,229,1015,651
379,2,233,1707,61,1016,650
1372,1211,313,18,501,1017,258
491,1069,205,1589,143,1018,710
1612,990,380,1458,1066,1019,1758
1258,989,261,14,45,1020,1781
616,988,967,235,482,1021,207
1847,346,172,282,185,1022,89
1336,913,263,10,660,1023,321
1848,914,39,1065,497,1024,730
1148,915,113,385,23,1025,1546
938,916,365,505,527,181,270
590,917,174,50,101,257,364
1196,1158,308,100,453,312,545
1506,1,216,7,313,347,1081
94,1,224,243,1355,433,1459
1849,953,109,53,100,449,578
903,1118,135,38,306,496,1549
1444,1,162,207,250,506,1234
323,1,78,43,272,577,712
64,2,8,4,281,581,432
1850,3,230,351,73,594,6
146,1,212,23,1267,801,1810
110,1,58,28,782,803,1784
1330,1322,291,233,1171,822,1295
348,1319,367,15,295,898,54
464,1069,99,6,1036,917,769
571,896,635,78,4,1002,29
511,776,638,49,225,1003,1933
732,2,780,29,350,1004,1432
253,1,1329,240,101,1005,318
210,2,1276,1,429,1006,1130
273,3,866,113,488,1007,1921
316,4,636,287,373,1008,160
324,5,1331,63,495,1009,1077
26,6,905,12,29,1010,949
24,7,308,372,341,1011,392
132,8,859,25,117,1012,174
399,9,695,297,22,1013,1545
35,10,1189,3,1020,138,149
897,11,1187,842,292,323,1266
310,12,645,2,381,347,504
1086,13,883,48,300,350,1120
1851,1084,1011,92,405,374,1410
901,911,1136,11,17,400,1519
240,12,1317,5,195,448,1727
607,11,1213,19,289,471,188
393,1,1156,255,15,555,391
485,1211,841,434,77,611,26
756,1,1090,22,351,728,1343
185,1194,1076,489,776,799,337
338,1189,825,754,149,987,1850
597,1,1043,1084,1141,988,950
233,1201,679,29,1143,989,1062
341,1,929,230,38,990,1112
1394,1,314,24,139,991,1587
258,1403,979,28,503,992,569
914,1401,1118,17,416,993,807
301,1398,1251,26,67,994,743
385,1289,266,665,730,995,1185
806,1212,1245,27,39,996,1763
623,1088,1005,809,265,997,147
1001,934,249,374,1376,998,1722
276,2,1333,10,156,999,268
71,1,696,21,201,1000,595
1852,2,764,736,98,100,964
1318,1451,536,1405,748,183,1348
418,1450,1173,16,2,204,189
1188,1449,929,1,9,219,122
1853,1448,320,2,27,377,1870
1006,1447,1201,1,44,412,1019
1452,1444,1202,2,17,487,1426
900,1443,1203,4,1612,543,592
16,1442,1204,5,980,572,1280
1644,1437,73,3,60,575,1506
923,1435,1450,7,1519,762,668
859,1428,1454,1249,29,846,1669
57,1423,248,1030,17,885,601
91,1422,974,1063,8,972,1472
181,1407,1066,1325,3,973,626
563,1374,306,1421,47,974,391
286,1366,78,984,48,975,796
206,1359,1452,899,6,976,904
404,1339,990,9,10,977,639
66,1319,1453,1,1,978,337
1015,1310,1454,4,34,979,316
406,1302,236,5,6,980,1112
229,1297,338,1,17,981,199
1163,1286,598,1,52,982,21
246,1240,248,3,135,983,379
1205,1231,251,1,1527,984,2
350,1211,1152,1,230,76,54
154,1181,255,2,56,130,1422
480,1163,180,1,113,143,1108
99,1160,595,5,204,181,695
207,1159,95,41,1112,255,100
10,1132,1760,3,450,293,1103
88,1131,1761,4,4,338,1727
783,1130,869,1,418,397,334
1101,1129,152,2,32,426,342
347,1128,1023,1,1,427,164
768,1127,1036,4,12,428,362
665,1125,1039,1,17,429,488
466,1123,1115,1224,4,490,1474
77,1121,647,1,16,493,884
1426,1117,1444,1,30,611,1415
142,1116,1445,1,49,625,1662
311,1115,230,2,36,626,934
1454,1113,1446,2,50,750,499
1456,1111,219,267,30,964,378
140,1110,907,1,1398,965,520
189,1109,224,9,20,966,305
28,1104,227,462,1295,967,1011
710,1020,233,554,1,968,123
1236,990,536,8,3,969,608
1693,980,214,102,126,970,87
1,914,944,3,454,45,877
205,883,946,301,455,65,348
335,882,855,1604,112,167,583
334,726,406,1223,313,188,384
214,725,949,262,406,217,293
738,497,410,833,3,226,129
157,496,953,7,456,245,1218
425,494,719,131,87,253,63
434,419,958,873,457,271,635
156,407,776,752,192,299,42
74,406,429,84,22,451,1357
206,350,966,6,777,476,514
157,338,537,553,779,547,1868
257,294,902,4,172,548,1965
601,281,75,11,48,575,360
690,261,970,10,459,577,111
790,199,972,130,460,650,1859
183,62,156,234,132,653,934
257,40,84,531,67,897,330
280,65,974,740,461,958,556
444,115,980,706,462,959,12
225,219,211,5,868,960,128
7,275,317,1,208,961,988
308,286,551,3,114,962,586
541,292,544,9,199,111,31
1,322,982,1509,182,159,312
1,323,984,260,1041,177,749
530,326,132,1787,108,609,1433
400,332,988,1952,463,651,1035
681,423,170,1585,190,678,1563
682,440,993,1785,464,743,1435
1,474,495,1394,41,832,654
311,475,165,6,184,941,538
141,482,487,1671,32,942,146
503,497,290,910,163,943,910
383,510,917,93,228,944,742
504,512,425,2,556,945,25
66,521,995,1494,465,946,1243
821,527,71,16,103,947,1765
207,563,805,1802,61,948,354
450,733,884,1458,78,949,329
249,759,94,1843,980,950,1112
1054,1376,1001,1779,466,951,1269
803,1372,324,1500,447,952,1432
1066,1368,923,8,200,953,538
644,1366,20,66,810,954,1131
1139,1365,280,4,1113,955,1681
983,1364,329,1516,157,956,605
1171,1363,321,1264,370,20,1042
867,1361,418,509,1260,127,66
287,1360,603,1457,389,128,1267
46,1359,602,1081,254,315,1553
725,1356,1008,7,313,604,25
312,1355,181,10,84,762,1328
635,1354,195,824,119,764,949
589,1353,1011,1857,467,765,1732
391,1351,451,2056,98,766,951
1077,1350,266,2025,896,767,895
829,1349,509,1347,950,768,820
457,1346,766,11,1007,769,875
972,1309,498,1856,1086,789,566
776,1307,1019,73,431,790,197
1338,1306,199,1541,1095,819,1843
700,1305,28,5,960,820,122
31,1290,936,15,851,823,1762
986,1273,446,9,70,824,329
609,1250,101,1,128,825,107
282,1248,1028,1,18,827,714
60,1247,1003,1146,596,936,126
1382,1242,305,20,127,937,415
1388,1239,540,2,124,938,342
124,1234,431,1,322,939,15
1391,1231,641,105,47,22,646
597,1229,137,44,283,69,925
923,1089,1035,1479,469,97,479
537,1067,750,314,440,156,1556
1262,1047,1037,296,1306,276,741
226,1046,283,295,147,474,188
419,1045,1041,299,470,886,130
1173,1044,546,177,335,919,275
889,1043,449,1530,95,920,917
820,958,528,130,96,921,628
436,950,919,1395,98,922,37
512,947,246,1,144,923,1683
365,895,352,635,13,924,40
1424,872,69,32,723,925,938
1435,871,434,910,737,926,1767
1549,867,773,1859,97,927,172
581,686,123,133,719,928,1478
73,685,87,1126,142,929,911
172,683,9,1293,215,930,490
543,682,1044,60,305,931,1321
763,608,682,58,357,932,227
862,518,729,274,280,933,1166
339,513,1048,7,905,934,317
53,411,21,515,80,12,803
1,410,772,292,1261,91,1017
239,311,160,134,717,177,371
230,307,92,1879,194,184,10
666,300,1056,958,644,549,1411
322,286,107,1063,392,601,159
198,258,1062,1202,190,602,834
847,256,112,57,197,603,1289
505,253,743,1880,356,700,14
316,238,354,514,170,740,233
621,235,650,1224,939,746,67
734,228,215,57,967,788,572
417,211,426,1005,359,795,582
860,123,78,431,394,842,142
1022,143,217,1203,239,911,60
1045,163,6,847,795,912,174
1251,271,996,1907,316,913,838
1252,272,232,876,330,914,1011
1303,287,1067,444,207,915,259
510,300,267,955,1222,916,1210
179,354,612,21,1054,917,88
49,369,491,759,109,2,618
492,394,617,129,875,31,391
254,453,768,848,320,179,666
1400,491,21,275,468,216,1213
733,523,46,1958,969,287,44
435,1453,640,469,151,338,107
1411,1452,521,479,247,484,1101
1,1451,301,330,1056,509,549
390,1449,579,901,202,535,1531
331,1448,1073,1464,62,817,1489
82,1446,37,104,1092,897,756
1,1445,200,1119,822,900,782
1,1444,393,121,352,901,733
318,1442,291,1957,29,902,797
207,1436,592,371,27,903,116
191,1434,485,276,11,904,151
413,1432,100,705,111,905,408
443,1430,735,494,399,906,55
228,1428,125,74,104,907,99
740,1424,723,430,816,908,302
757,1422,499,28,82,909,1019
460,1418,268,1354,36,23,251
277,1416,250,188,449,136,649
715,1409,370,171,1209,195,890
132,1368,1076,193,233,417,486
339,1347,289,1999,580,486,968
55,1299,27,105,517,650,346
111,1293,133,60,582,723,506
19,1292,399,2018,212,724,1011
346,1213,186,470,106,725,1414
180,1201,23,117,909,726,1417
347,1183,184,187,335,728,487
257,1182,538,1892,435,729,609
355,1178,349,61,84,730,728
1,1170,1080,293,616,889,1069
1,1167,286,186,363,890,237
85,1164,81,164,110,891,25
100,1163,90,676,224,892,1771
134,1162,1084,1184,201,893,136
336,1147,316,116,288,894,159
99,1135,798,192,43,895,61
42,1130,895,145,395,96,680
65,1127,144,2,289,166,1776
126,1119,1088,107,329,177,217
309,1115,86,666,8,258,1507
646,1102,409,358,354,409,1096
42,1095,620,19,117,466,242
430,1088,647,51,71,593,11
196,1087,1098,631,433,753,1180
26,992,664,813,75,790,369
805,950,1099,144,291,812,22
243,886,391,81,942,828,287
776,885,556,798,167,870,888
153,884,1105,179,434,880,74
73,874,202,14,384,881,1886
267,839,140,488,232,882,894
351,725,613,22,295,883,81
192,698,191,879,236,884,1907
541,498,649,208,539,885,1684
678,428,709,8,75,886,554
118,392,1112,106,437,887,1297
98,384,310,27,252,100,1316
186,374,358,643,468,194,176
23,250,464,1948,213,215,1221
190,245,1120,194,206,245,1173
651,241,1125,1587,413,386,751
16,228,807,302,38,477,1058
398,224,534,1890,429,554,1679
635,223,1128,4,441,591,183
520,42,1132,649,443,715,1465
881,44,598,625,1208,736,1217
1106,47,397,229,873,789,886
154,57,120,2036,241,871,422
1185,77,1134,85,444,872,32
1130,84,1081,35,285,873,67
1021,86,1138,218,677,874,553
813,130,1018,410,195,875,1061
1204,147,1141,144,445,876,974
770,150,327,19,419,877,1407
122,158,378,40,222,878,413
82,159,920,160,135,209,1291
86,177,1146,1128,446,214,1134
1267,178,1148,131,447,320,848
1268,185,213,36,290,509,362
583,195,106,26,204,514,1357
745,263,500,52,690,516,1795
462,265,1101,18,293,518,1640
540,304,224,9,191,541,332
849,312,248,1555,68,689,611
859,322,331,84,963,858,948
407,324,421,135,818,859,1002
536,340,240,28,315,860,1800
1092,342,271,46,94,861,1943
187,347,1155,29,1323,862,1744
189,437,30,359,511,863,1921
1116,495,1159,172,25,864,1455
1339,508,753,1159,354,865,284
668,521,109,950,24,866,1862
1291,523,1161,33,448,867,30
1358,525,438,78,838,152,564
1145,757,1050,473,253,192,218
20,1403,1165,297,450,207,1766
438,1,1172,138,363,212,930
1337,1,1015,59,403,414,184
391,1373,1176,1933,451,435,914
882,1244,1179,82,8,466,17
807,1,1181,1913,59,508,285
471,1,1186,1900,6,661,1514
572,2,481,1108,124,740,1356
306,1247,153,27,120,757,1262
318,1210,1189,632,452,848,59
1191,3,373,481,151,850,1631
886,1512,1194,32,453,851,1236
160,766,837,1163,122,852,546
645,4,851,43,118,853,221
925,1346,1197,16,339,854,347
1421,1,1199,1009,356,855,472
1330,1,836,119,158,856,48
1426,1,477,634,1271,104,602
1427,2,384,1478,52,131,1932
1431,1351,52,11,1739,143,1764
363,1223,134,34,911,170,235
952,1533,81,24,249,203,1368
1252,1521,1181,17,35,231,752
1662,1520,277,1239,215,310,1889
1011,1428,281,83,256,357,150
1663,1254,1185,6,361,361,1638
1242,1249,305,349,266,544,283
1664,1185,1193,21,78,545,272
1617,199,10,1538,723,839,1754
114,2,1197,1941,183,840,376
1,1,174,623,435,841,879
73,1,351,283,428,842,478
229,1249,312,419,211,843,436
400,1185,349,789,34,844,425
425,1148,70,197,184,845,445
144,1147,285,227,89,846,41
79,710,337,42,128,31,911
800,4,155,38,216,75,398
685,3,284,1936,218,112,1487
775,1,174,447,1194,539,1025
864,1536,207,1004,225,568,766
1706,1532,895,357,14,570,1370
1,1303,100,30,461,594,430
226,1185,170,1539,93,738,293
245,1184,147,31,98,780,1156
512,1168,172,1937,1733,804,1439
632,3,1372,433,300,807,1061
115,1,618,151,290,831,98
327,2,190,1426,270,832,1109
107,3,1162,118,296,833,929
1,4,1143,464,206,834,1004
95,5,194,15,160,835,850
195,6,377,10,20,836,1168
472,1,46,56,1987,837,201
140,1,196,204,1080,147,1228
108,1475,455,5,3,207,523
102,1459,95,20,1221,666,358
264,1368,433,1061,1237,686,750
372,1367,1391,225,90,792,316
384,537,4,315,761,817,836
336,3,167,43,41,818,43
175,1,181,500,523,819,417
568,2,563,961,39,820,1213
168,3,91,453,221,821,349
614,1524,1814,41,911,822,549
244,1456,320,64,728,823,1329
284,1434,60,37,145,824,1097
212,1430,225,80,766,825,1414
689,1429,679,58,7,826,489
203,1427,681,16,9,827,543
196,1395,41,496,1025,828,1539
123,1379,211,1254,72,829,765
272,1378,585,1149,1341,1,363
200,1374,106,12,2,8,364
83,1345,1192,432,1550,86,16
277,1344,820,353,8,303,201
457,1341,8,1098,8,321,479
479,1318,16,1035,9,673,69
268,1317,11,13,1266,750,945
128,1316,235,324,370,752,1306
279,1313,491,818,3,753,1002
151,1312,597,40,2,754,1015
326,1307,599,1643,7,755,1151
242,1306,1174,730,2,756,338
48,1291,1176,704,5,757,654
281,1242,408,122,832,807,30
901,1241,489,446,2,808,141
544,1214,1309,677,90,812,657
613,1169,492,682,1482,814,1120
642,1146,1313,660,156,815,8
260,1144,1196,659,423,7,639
678,1143,1456,709,4,209,219
373,1140,732,667,5,302,447
75,1000,1457,409,107,749,539
73,933,260,523,65,751,84
1105,932,207,799,603,752,1299
1138,845,137,49,64,753,1506
1101,3,1636,480,326,754,1357
526,1,255,73,245,755,199
682,2,1351,417,44,756,188
515,3,74,3,256,806,900
643,4,70,401,138,807,630
46,5,117,1728,246,808,393
403,6,34,949,328,809,732
24,7,471,82,638,810,361
396,8,476,1017,227,811,500
430,9,209,445,182,812,626
431,10,310,850,198,238,596
1,1505,482,849,133,291,734
53,1489,488,36,9,364,699
283,1486,247,9,249,461,74
139,1485,493,15,72,559,1570
173,1481,412,491,16,566,145
3,1480,195,67,121,568,281
175,1472,499,492,321,571,614
409,1465,175,1959,12,797,22
39,1451,101,1182,118,798,1504
426,1439,501,1231,10,799,737
186,1425,367,482,199,800,143
421,1417,182,400,631,801,948
735,1416,467,178,815,802,860
250,1415,505,1414,313,803,1179
766,1368,507,18,221,804,186
341,1364,114,361,234,56,733
846,1363,512,166,228,107,1505
41,1133,520,22,265,282,53
906,1130,324,39,86,284,865
459,1129,526,17,264,392,1103
947,1127,69,61,54,728,1303
967,1104,386,460,670,786,814
984,1101,538,728,119,787,1469
991,1100,492,1939,108,788,615
559,1079,211,165,335,789,110
456,1077,542,83,102,790,1208
1672,935,81,1240,743,791,924
1624,925,51,2,110,792,739
1,919,241,1,999,793,518
389,914,319,1819,582,794,217
3,906,89,1434,262,795,281
44,753,185,1,77,4,541
70,752,207,2,30,67,61
189,746,553,2,141,212,898
187,625,559,26,1094,237,103
777,506,460,1,196,274,379
1615,452,563,13,140,321,1283
269,359,555,4,7,467,216
1616,12,570,1,18,474,1404
309,18,572,2,288,475,730
1617,116,147,1260,8,606,556
426,120,758,5,47,607,734
1,162,300,4,7,608,72
256,235,303,1,998,781,1489
486,237,307,7,1,782,1192
36,239,1253,2,1,783,94
365,259,1261,1,28,784,939
470,425,1263,10,1035,81,238
632,427,171,16,911,130,776
101,429,1271,1360,10,143,55
202,591,25,5,244,198,801
799,665,34,21,47,231,243
390,1563,49,1,543,234,1557
92,1547,53,562,533,289,1236
341,1520,56,877,541,375,92
56,1517,1324,654,2,456,142
172,1500,1326,605,14,514,944
980,1488,1332,1,9,541,250
572,1486,1339,5,1,565,1191
1019,1468,1343,3,12,727,1354
105,1450,1346,4,9,778,1253
560,1433,1352,2,8,779,1306
761,1432,1360,3,10,50,233
137,1431,1361,1,11,389,806
110,1430,118,8,2006,528,759
181,1428,40,2,13,539,71
1134,1427,1364,3,956,564,601
654,1426,213,1,2042,583,1053
313,1425,191,1,1577,761,429
945,1424,1368,27,3,770,485
878,1423,573,390,1422,771,64
85,1422,290,1,11,772,103
1020,1421,1373,3,2,773,231
757,1294,1110,38,2,774,20
239,1288,504,1807,22,775,636
393,1271,314,1,9,776,968
452,1227,508,1,1645,94,164
126,1137,1270,2,61,194,932
634,1108,32,1337,79,369,585
69,1069,132,3,1,454,46
211,1031,1,1,1,583,1302
206,839,1,3,2,731,1029
7,10,95,21,696,752,1260
484,1,220,277,247,753,237
1256,1,109,1514,35,754,1101
377,2,373,72,62,755,378
1264,3,106,2,36,756,99
1267,4,84,4,552,757,1134
235,5,1069,14,236,758,443
491,6,356,1,166,759,626
369,7,1583,5,63,152,1151
334,8,156,13,1305,186,108
15,9,137,3,725,295,174
209,10,545,9,577,310,1681
221,11,127,12,1299,558,1703
303,12,149,2,719,742,263
144,13,130,8,711,743,884
136,14,255,7,83,744,182
477,15,325,21,105,745,139
90,1381,14,19,1335,746,1615
139,1172,266,147,1380,747,990
80,1513,1,269,84,748,270
333,605,105,505,1378,749,710
248,10,332,4,1163,750,507
319,1,231,739,339,12,433
142,1,35,1,711,17,1676
96,1498,49,6,1033,26,700
311,1433,1123,1,266,27,50
934,1,252,2,929,185,1121
726,1,565,4,167,362,300
982,1,250,3,270,429,481
132,1,327,1,42,518,1756
1011,1238,311,1,185,594,1544
379,1,113,2,185,595,90
1058,1630,224,8,193,596,1572
449,1475,214,3,187,738,583
814,1,210,24,197,739,510
1073,1,436,74,709,740,1186
914,2,433,631,701,149,1680
1466,1375,18,26,387,194,1165
1467,940,171,255,95,227,308
134,1,616,190,389,276,1504
21,1656,173,433,23,396,638
66,1647,37,32,221,449,1147
335,1641,18,297,369,672,1193
654,1555,3,286,933,701,1424
153,1610,1275,630,3,731,809
709,1502,49,1003,76,732,438
744,1587,408,36,81,733,139
100,1,629,752,141,734,422
865,3,143,1304,261,735,316
370,1624,22,294,80,736,1048
416,1623,291,1124,68,27,156
60,1602,1283,392,4,60,1039
25,1600,45,195,46,152,79
44,1599,243,226,225,155,491
12,1598,695,583,269,197,96
64,1597,522,253,264,198,363
192,1596,780,254,696,247,506
872,1595,1083,269,946,545,415
80,1594,518,242,87,568,212
670,1592,278,82,120,668,466
265,1589,737,629,74,727,135
1040,1581,684,1024,45,728,71
1074,1561,624,295,38,729,78
393,1549,227,950,49,59,524
1096,1548,373,110,72,138,1116
559,1547,212,57,194,200,662
483,1546,211,268,79,223,477
59,1545,249,269,1377,227,21
229,1544,438,128,1375,294,480
315,1543,321,244,48,323,668
206,1542,510,196,70,511,1411
1196,1541,313,111,40,562,230
312,1540,521,7,66,720,535
188,1539,219,1089,6,723,726
395,1538,1312,4,43,724,1666
2,1537,168,247,1148,725,1369
1266,1536,1317,1051,37,10,1205
875,1535,1059,685,22,16,519
452,1465,238,9,1085,88,313
316,1376,540,1125,920,122,163
512,1238,1322,973,47,310,655
1646,1237,957,148,1034,399,1360
1442,770,118,334,1220,402,467
454,3,1327,10,129,446,504
285,2,1330,3,127,504,998
55,1,237,83,13,650,317
128,2,704,14,105,719,925
496,3,293,20,1803,720,603
157,4,355,673,882,721,1268
478,5,677,188,40,61,867
427,6,525,48,29,149,419
192,1659,223,84,148,284,748
425,1568,552,663,892,461,219
718,1567,343,1007,53,571,1009
540,1566,150,69,98,582,779
561,1565,653,1323,1063,711,1151
1,1564,479,928,834,712,138
592,1561,1335,1,83,713,425
118,1560,500,252,64,714,1382
408,1559,205,1077,1118,715,410
345,1557,1338,237,72,716,192
467,1541,1014,189,1,717,433
493,1430,465,1196,1145,172,929
334,1352,491,495,85,188,707
89,1330,1343,16,5,361,1003
386,1260,784,811,245,687,411
105,1062,100,240,97,700,424
466,12,850,19,27,701,342
311,4,778,1042,9,702,683
79,3,218,221,6,703,46
443,2,405,1227,664,704,19
83,1,1061,107,4,705,662
279,1,333,812,646,706,105
474,2,421,241,662,707,528
660,3,564,93,14,708,1233
155,4,484,699,86,314,1195
788,5,1347,1064,10,544,819
1186,6,1241,12,7,618,228
747,7,1350,18,2,667,717
1220,8,31,2,152,690,2
1228,9,176,15,62,691,1074
1140,10,409,6,143,692,1293
95,11,1354,64,25,693,516
160,12,852,11,274,694,402
69,13,1355,17,24,695,483
842,14,389,8,149,696,599
134,15,1358,407,20,697,378
129,16,1217,5,935,698,603
687,17,216,1002,79,39,396
54,18,57,13,1034,229,331
223,19,1814,932,19,442,558
970,20,611,2,18,680,487
1282,1657,36,19,196,681,1050
421,1656,64,3,458,682,520
705,1570,67,13,261,683,729
867,1568,71,1,45,684,431
662,1567,75,1,84,685,457
341,1566,81,1,711,686,406
1309,1521,83,557,15,687,497
572,1413,374,2,835,688,921
1313,1412,1166,558,130,237,80
72,1411,1223,2,59,656,1109
4,1410,23,5,840,664,1261
124,1409,1317,1006,25,668,640
361,1408,510,4,819,671,1384
185,1407,112,1,139,672,1360
355,1307,533,1598,2,673,804
924,1305,929,23,608,674,418
521,1253,288,1,17,675,1369
337,1136,1230,4,2011,676,162
961,1,584,7,110,677,141
85,21,341,3,53,678,726
348,22,222,1360,17,16,285
321,23,593,4,52,101,622
1370,24,141,2,35,142,388
1371,25,596,914,6,383,904
735,26,1361,1,281,387,339
37,27,598,545,2,429,667
800,1562,1584,1,1157,502,779
1496,1451,1421,2,161,663,631
21,1083,1127,1,315,664,862
814,17,640,8,315,665,943
380,16,354,339,1146,666,334
59,1549,650,3,1468,14,691
306,1483,675,2,110,175,817
1497,1778,431,68,66,301,1297
97,1777,689,304,225,318,135
1028,1775,1029,4,182,320,200
1259,1774,230,1,113,321,894
100,1771,155,9,151,324,22
995,1770,63,1,421,326,1291
286,1764,501,1,7,603,476
466,1761,561,4,76,660,709
35,1734,614,3,43,661,212
2,1717,655,2,40,49,672
1498,1710,1795,1,12,65,165
68,1709,278,3,1335,125,1080
1302,1707,667,7,1292,188,877
1,1706,363,1,1267,219,234
443,1705,733,6,167,224,631
153,1703,387,937,39,273,512
259,1702,285,1585,50,334,834
342,1701,88,3,48,523,239
41,1693,936,4,53,657,387
404,1677,1796,5,12,658,215
448,1670,1043,1511,1332,222,615
1,1657,85,2,75,316,1535
368,1656,118,1536,1896,318,1386
512,1650,232,286,913,322,1931
53,1648,377,1781,33,607,699
273,1647,725,131,458,650,902
291,1646,1814,996,75,651,554
124,1645,1815,1281,484,652,407
217,1639,1816,127,411,653,1019
1413,1605,1817,118,410,654,194
1,1586,94,8,4,655,90
1,1580,102,116,86,25,1354
7,1578,107,1775,86,73,1388
47,1565,112,1040,937,111,1610
209,1540,112,149,228,175,23
301,1511,827,54,340,281,1236
263,1503,734,12,10,282,657
413,1486,625,1213,461,287,462
1548,1469,792,4,551,297,158
1,1459,216,103,435,491,316
288,1457,523,149,368,647,1288
363,1456,86,218,1034,648,1187
417,1455,258,1019,811,81,976
1,1454,393,113,920,114,1109
84,1453,835,9,815,116,1448
179,1452,836,2,1066,341,336
315,1443,101,1194,508,537,786
52,1442,320,1530,460,640,265
106,1440,421,1056,416,641,446
352,1434,297,10,403,642,679
404,1423,414,1020,457,643,937
459,1403,593,305,1074,644,335
454,1383,841,297,13,645,19
242,1356,514,42,641,103,1218
136,1329,734,494,10,181,1360
331,1314,300,485,1,356,1476
298,1313,1326,1243,39,386,998
418,1312,1329,5,99,387,665
285,1276,335,11,190,388,408
64,1238,1334,53,61,389,34
354,1156,1339,44,60,434,878
442,1150,1342,1085,58,636,1446
177,1147,31,1546,128,637,577
744,1146,1228,1,805,638,595
677,1064,164,342,1414,34,597
13,1057,105,3,1048,62,471
766,1056,224,6,1087,331,595
141,1054,1131,995,707,545,114
536,1051,264,894,813,628,127
373,1047,272,7,933,629,319
814,979,1171,16,1211,630,192
569,977,296,753,41,631,1013
828,963,819,512,1,632,121
8,962,1400,1,665,633,1022
857,840,493,17,399,634,1315
870,823,648,1371,1936,22,784
638,790,539,7,609,121,579
889,752,116,2,539,267,1188
223,744,594,1316,220,386,22
1,700,600,1344,558,436,1636
1,669,477,26,839,622,1163
430,643,228,345,443,623,1276
90,642,63,339,661,624,1573
348,308,607,368,336,625,517
434,212,169,732,530,626,1299
6,130,595,1363,107,64,1616
341,111,411,1071,309,152,1094
198,35,386,9,766,435,1471
53,34,394,786,330,614,1845
258,6,414,10,335,615,483
384,14,612,434,65,616,1997
192,17,189,11,1256,617,576
1,50,88,25,31,618,1528
59,85,441,3,531,619,294
400,129,619,34,39,620,2014
339,130,227,3,815,19,86
238,167,624,4,332,29,1942
1386,169,141,8,323,284,1947
1,172,277,5,199,485,578
188,175,497,6,1186,564,163
422,179,631,4,605,605,247
1,180,66,1798,611,609,335
305,184,47,1792,265,610,407
465,194,174,1829,281,611,1234
537,199,40,8,851,612,24
350,204,635,261,472,59,47
699,238,643,472,878,248,1283
601,330,650,9,450,310,1122
18,1620,656,1467,437,314,705
509,1621,82,2,450,584,184
141,1896,721,1,14,599,1279
173,1886,643,3,371,600,210
101,1857,701,1246,67,601,527
171,1849,48,361,128,602,719
204,1848,705,16,85,603,38
666,1847,90,119,78,12,1412
142,1846,628,30,1393,31,1426
149,1841,710,13,46,61,300
576,1837,623,1,621,82,980
571,1834,30,398,523,92,960
613,1833,552,315,1380,122,1034
878,1832,602,123,605,594,56
332,1830,567,45,164,595,878
988,1829,644,775,237,596,147
805,1827,23,380,125,597,31
556,1826,592,201,1147,223,295
462,1824,358,1341,100,253,298
475,1822,716,571,163,284,1026
22,1820,719,124,66,484,362
363,1819,655,46,1419,587,570
756,1818,728,636,55,588,690
1059,1817,285,156,174,589,204
554,1814,733,1889,179,590,703
1013,1812,736,15,178,591,310
42,1805,208,9,35,592,1037
74,1802,1221,407,411,57,418
149,1792,11,1,94,305,594
82,1790,1340,5,22,307,755
440,1787,1201,33,393,312,631
1106,1782,109,7,623,317,615
1110,1779,1205,154,573,581,163
842,1778,120,1807,1145,582,164
321,1777,589,1367,453,583,706
735,1776,1208,932,361,584,1085
618,1771,1210,749,78,585,86
